Date,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Cancellation comments,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Departure delay comments,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Arrival delay comments,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Year,Month,Delay category,Rate Cancel train,Rate delay train,Go to Paris
2019-12-01,NATIONAL,PARIS MONTPARNASSE,TOULOUSE MATABIAU,264.0,70.0,13.0,,43.0,19.84767442,14.77953216,,8.0,56.3,8.076315789,,8.0,56.3,5.0,3.0,28.57142857,42.85714286,0.0,14.28571429,14.28571429,0.0,2019,December,Minimum delay,18.571428571428573,11.428571428571429,False
2019-12-01,NATIONAL,PARIS LYON,AIX EN PROVENCE TGV,191.0,233.0,16.0,,72.0,7.413888889,1.881259601,,11.0,39.48484848,2.278801843,,13.0,44.44444444,8.0,2.0,72.72727273,0.0,0.0,27.27272727,0.0,0.0,2019,December,Minimum delay,6.866952789699571,4.721030042918455,False
2019-12-01,NATIONAL,MACON LOCHE,PARIS LYON,100.0,126.0,25.0,,97.0,11.23780069,10.47442244,,19.0,37.74210526,7.942079208,,14.0,46.43690476,8.0,6.0,33.33333333,22.22222222,27.77777778,5.555555556,11.11111111,0.0,2019,December,Minimum delay,19.841269841269842,15.079365079365079,True
2019-12-01,NATIONAL,MONTPELLIER,PARIS LYON,213.0,170.0,24.0,,128.0,4.5515625,3.958105023,,20.0,32.91916667,5.431849315,,20.0,32.91916667,6.0,2.0,30.0,20.0,35.0,5.0,5.0,5.0,2019,December,Minimum delay,14.117647058823529,11.76470588235294,True
2019-12-01,NATIONAL,MULHOUSE VILLE,PARIS LYON,171.0,160.0,14.0,,125.0,4.363066667,3.690639269,,28.0,23.53035714,6.596347032,,26.0,28.39722222,8.0,0.0,64.28571429,3.571428571,21.42857143,0.0,3.571428571,7.142857143,2019,December,Minimum delay,8.75,17.5,True
2019-12-01,NATIONAL,PARIS LYON,NIMES,178.0,155.0,26.0,,49.0,7.826190476,2.657235142,,12.0,29.81388889,4.294186047,,11.0,31.59090909,4.0,1.0,40.0,0.0,0.0,60.0,0.0,0.0,2019,December,Minimum delay,16.7741935483871,7.741935483870968,False
2019-12-01,NATIONAL,PARIS LYON,PERPIGNAN,309.0,77.0,16.0,,24.0,9.082638889,3.273770492,,9.0,34.32592593,4.022404372,,9.0,34.32592593,5.0,1.0,22.22222222,11.11111111,22.22222222,44.44444444,0.0,0.0,2019,December,Minimum delay,20.77922077922078,11.688311688311687,False
2019-12-01,NATIONAL,PERPIGNAN,PARIS LYON,314.0,71.0,14.0,,40.0,7.075416667,3.62251462,,7.0,45.16904762,5.253508772,,7.0,45.16904762,3.0,2.0,0.0,42.85714286,42.85714286,0.0,14.28571429,0.0,2019,December,Minimum delay,19.718309859154928,9.859154929577464,True
2019-12-01,INTERNATIONAL,GENEVE,PARIS LYON,187.0,86.0,10.0,,76.0,4.632236842,4.632236842,-,15.0,41.62,9.616447368,-,15.0,41.62,10.0,1.0,80.0,0.0,6.666666667,6.666666667,6.666666667,0.0,2019,December,Minimum delay,11.627906976744185,17.441860465116278,True
2019-12-01,INTERNATIONAL,PARIS LYON,ITALIE,368.0,41.0,3.0,,14.0,2.225,0.555701754,,4.0,19.125,2.742982456,,4.0,19.125,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2019,December,Minimum delay,7.317073170731707,9.75609756097561,False
2019-12-01,INTERNATIONAL,MADRID,MARSEILLE ST CHARLES,198.0,4.0,1.0,,2.0,12.56666667,8.288888889,,1.0,15.41666667,6.466666667,,1.0,15.41666667,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2019,December,Minimum delay,25.0,25.0,False
2019-12-01,INTERNATIONAL,BARCELONA,PARIS LYON,294.0,41.0,2.0,-,32.0,5.093229167,3.185897436,,2.0,54.375,2.767094017,,2.0,54.375,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,2019,December,Minimum delay,4.878048780487805,4.878048780487805,True
2019-12-01,NATIONAL,BORDEAUX ST JEAN,PARIS MONTPARNASSE,138.0,395.0,62.0,-,184.0,10.11440217,4.763713714,,86.0,38.43624031,11.28308308,,63.0,48.00873016,29.0,14.0,34.52380952,51.19047619,4.761904762,5.952380952,2.380952381,1.19047619,2019,December,Minimum delay,15.69620253164557,21.772151898734176,True
2019-12-01,NATIONAL,PARIS MONTPARNASSE,BREST,222.0,90.0,20.0,,49.0,2.866666667,1.829047619,,9.0,30.0,4.835714286,,9.0,30.0,2.0,1.0,22.22222222,22.22222222,33.33333333,11.11111111,11.11111111,0.0,2019,December,Minimum delay,22.22222222222222,10.0,False
2019-12-01,NATIONAL,PARIS MONTPARNASSE,LAVAL,82.0,136.0,19.0,,75.0,4.512666667,2.652136752,,27.0,24.55740741,6.688603989,,13.0,40.92051282,5.0,4.0,25.0,12.5,33.33333333,20.83333333,0.0,8.333333333,2019,December,Minimum delay,13.970588235294118,19.852941176470587,False
2019-12-01,NATIONAL,RENNES,PARIS MONTPARNASSE,100.0,319.0,49.0,Non communiqué,174.0,47.99195402,30.82808642,,74.0,28.37387387,8.640617284,,43.0,42.18488372,17.0,9.0,32.85714286,30.0,7.142857143,17.14285714,2.857142857,10.0,2019,December,Minimum delay,15.360501567398119,23.197492163009404,True
2019-12-01,NATIONAL,PARIS EST,NANCY,96.0,112.0,25.0,,68.0,1.767401961,1.33467433,-,3.0,17.06666667,0.544636015,,2.0,19.625,0.0,0.0,0.0,33.33333333,0.0,33.33333333,33.33333333,0.0,2019,December,Minimum delay,22.321428571428573,2.6785714285714284,False
2019-12-01,NATIONAL,LILLE,PARIS NORD,63.0,341.0,63.0,,153.0,3.336819172,1.628177458,,42.0,20.24126984,3.182194245,,21.0,35.78916667,6.0,4.0,43.58974359,17.94871795,12.82051282,17.94871795,2.564102564,5.128205128,2019,December,Minimum delay,18.475073313782993,12.316715542521994,True
2019-12-01,NATIONAL,MARSEILLE SAINT CHARLES,MARNE LA VALLEE,210.0,80.0,14.0,,22.0,14.44,2.719444444,,17.0,37.97352941,10.94419192,,17.0,37.97352941,8.0,4.0,29.41176471,11.76470588,29.41176471,23.52941176,0.0,5.882352941,2019,December,Minimum delay,17.5,21.25,False
2019-12-01,NATIONAL,GRENOBLE,PARIS LYON,181.0,78.0,9.0,,14.0,151.5297619,30.74516908,,4.0,15.02083333,0.711111111,,2.0,18.16666667,0.0,0.0,0.0,0.0,50.0,25.0,25.0,0.0,2019,December,Minimum delay,11.538461538461538,5.128205128205128,True
2019-12-01,NATIONAL,PARIS LYON,MACON LOCHE,96.0,114.0,17.0,,38.0,11.88289474,4.326632302,,15.0,27.21555556,6.260996564,,9.0,53.675,5.0,3.0,50.0,7.142857143,14.28571429,14.28571429,14.29,0.0,2019,December,Minimum delay,14.912280701754385,13.157894736842104,False
2019-12-01,NATIONAL,PARIS LYON,MARSEILLE ST CHARLES,204.0,295.0,21.0,,95.0,7.287368421,2.009549878,,19.0,33.27807018,3.196776156,,21.0,36.3975,10.0,2.0,47.36842105,15.78947368,5.263157895,26.31578947,5.263157895,0.0,2019,December,Minimum delay,7.118644067796611,6.440677966101695,False
2019-12-01,NATIONAL,PARIS LYON,VALENCE ALIXAN TGV,135.0,175.0,26.0,,59.0,9.166666667,3.353467562,,15.0,28.65777778,2.833221477,-,12.0,42.16212121,7.0,0.0,35.71428571,14.28571429,14.28571429,35.71428571,0.0,0.0,2019,December,Minimum delay,14.857142857142858,8.571428571428571,False
2019-12-01,NATIONAL,VALENCE ALIXAN TGV,PARIS LYON,135.0,190.0,29.0,,133.0,7.244611529,5.916977226,,28.0,25.74345238,4.152587992,,20.0,31.47166667,6.0,2.0,25.0,17.85714286,32.14285714,7.142857143,14.28571429,3.571428571,2019,December,Minimum delay,15.263157894736842,14.736842105263156,True
2019-12-01,NATIONAL,LYON PART DIEU,MARSEILLE ST CHARLES,106.0,169.0,36.0,,100.0,6.435166667,4.781203008,,26.0,28.13012821,6.899498747,,17.0,36.96960784,7.0,3.0,46.15384615,15.38461538,15.38461538,7.692307692,7.692307692,7.692307692,2019,December,Minimum delay,21.301775147928996,15.384615384615385,False
2019-12-01,INTERNATIONAL,FRANCFORT,PARIS EST,196.0,74.0,9.0,,51.0,7.533660131,5.753589744,,13.0,31.64871795,10.50974359,,18.0,40.50595238,10.0,2.0,23.07692308,23.07692308,38.46153846,7.692307692,7.692307692,0.0,2019,December,Minimum delay,12.162162162162163,17.56756756756757,True
2019-12-01,NATIONAL,PARIS MONTPARNASSE,LE MANS,54.0,276.0,37.0,,161.0,2.885403727,1.743863319,,39.0,17.36752137,3.299790795,,17.0,27.73235294,3.0,2.0,31.57894737,21.05263158,21.05263158,10.52631579,2.631578947,13.15789474,2019,December,Minimum delay,13.405797101449277,14.130434782608695,False
2019-12-01,NATIONAL,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61.0,203.0,32.0,,115.0,5.337246377,3.379239766,,33.0,20.65707071,4.451949318,,10.0,48.815,4.0,3.0,25.80645161,12.90322581,29.03225806,12.90322581,3.225806452,16.12903226,2019,December,Minimum delay,15.763546798029557,16.25615763546798,False
2019-12-01,NATIONAL,ST PIERRE DES CORPS,PARIS MONTPARNASSE,61.0,168.0,31.0,,119.0,5.769747899,4.970194647,,53.0,21.41509434,8.986739659,,22.0,40.34469697,8.0,4.0,20.40816327,36.73469388,26.531,4.081632653,2.040816327,10.20408163,2019,December,Minimum delay,18.452380952380953,31.547619047619047,True
2019-12-01,NATIONAL,PARIS MONTPARNASSE,TOURS,72.0,80.0,11.0,,40.0,3.04625,1.506521739,,14.0,14.55357143,3.611835749,,3.0,38.81666667,2.0,0.0,18.18181818,9.090909091,27.27272727,18.18181818,0.0,27.27272727,2019,December,Minimum delay,13.750000000000002,17.5,False
2019-12-01,NATIONAL,TOURS,PARIS MONTPARNASSE,76.0,63.0,11.0,,18.0,2.663888889,0.694871795,,16.0,19.70520833,6.904807692,,6.0,40.15833333,2.0,1.0,6.25,37.5,31.25,0.0,0.0,25.0,2019,December,Minimum delay,17.46031746031746,25.396825396825395,True
2019-12-01,NATIONAL,REIMS,PARIS EST,46.0,113.0,23.0,,44.0,1.329924242,0.591666667,,13.0,12.44615385,2.878888889,,3.0,27.28888889,1.0,0.0,9.090909091,0.0,63.63636364,9.090909091,0.0,18.18181818,2019,December,Minimum delay,20.353982300884958,11.504424778761061,True
2019-12-01,NATIONAL,PARIS NORD,ARRAS,51.0,153.0,55.0,,80.0,22.97145833,18.67959184,,23.0,32.51956522,8.072108844,,12.0,56.48611111,7.0,5.0,26.31578947,5.263157895,26.31578947,26.31578947,15.78947368,0.0,2019,December,Minimum delay,35.947712418300654,15.032679738562091,False
2019-12-01,NATIONAL,PARIS NORD,DOUAI,67.0,70.0,19.0,,40.0,40.97708333,32.02941176,,11.0,51.68636364,11.73464052,,8.0,68.85,5.0,3.0,36.36363636,9.090909091,27.27272727,18.18181818,9.090909091,0.0,2019,December,Minimum delay,27.142857142857142,15.714285714285714,False
2019-12-01,NATIONAL,PARIS NORD,DUNKERQUE,118.0,65.0,27.0,,26.0,60.27435897,41.10701754,,10.0,43.9,11.86842105,,8.0,51.125,5.0,2.0,60.0,10.0,10.0,20.0,0.0,0.0,2019,December,Minimum delay,41.53846153846154,15.384615384615385,False
2019-12-01,NATIONAL,TOURCOING,BORDEAUX ST JEAN,292.0,8.0,1.0,,2.0,2.85,0.814285714,,0.0,0.0,0.84047619,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,December,Minimum delay,12.5,0.0,False
2019-12-01,NATIONAL,MARNE LA VALLEE,LYON PART DIEU,110.0,101.0,29.0,,68.0,11.45122549,10.80462963,,16.0,42.91145833,9.96412037,,12.0,53.14583333,6.0,3.0,37.5,18.75,18.75,18.75,6.25,0.0,2019,December,Minimum delay,28.71287128712871,15.841584158415841,False
2019-12-01,NATIONAL,PARIS LYON,ANNECY,222.0,57.0,7.0,,22.0,12.87727273,5.373,,13.0,50.65384615,15.77,,13.0,50.65384615,7.0,3.0,66.66666667,8.333333333,8.333333333,8.333333333,8.333333333,0.0,2019,December,Low delay,12.280701754385964,22.807017543859647,False
2019-12-01,NATIONAL,PARIS LYON,BELLEGARDE (AIN),164.0,95.0,14.0,,44.0,7.951136364,4.084979424,,21.0,31.14285714,10.32613169,,15.0,38.90555556,9.0,1.0,66.66666667,0.0,14.28571429,9.523809524,9.523809524,0.0,2019,December,Minimum delay,14.736842105263156,22.105263157894736,False
2019-12-01,NATIONAL,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.0,16.0,4.0,,4.0,12.79166667,3.890277778,,3.0,24.21111111,6.844,,3.0,24.21111111,0.0,0.0,0.0,33.33333333,0.0,33.33333333,33.33333333,0.0,2019,December,Minimum delay,25.0,18.75,False
2019-12-01,NATIONAL,ANGOULEME,PARIS MONTPARNASSE,124.0,104.0,17.0,,76.0,6.8375,5.92183908,,36.0,27.61527778,12.69233716,,26.0,33.70512821,9.0,3.0,29.41176471,55.88235294,8.823529412,5.882352941,0.0,0.0,2019,December,Minimum delay,16.346153846153847,34.61538461538461,True
2019-12-01,NATIONAL,PARIS EST,REIMS,46.0,88.0,17.0,,62.0,1.802688172,1.545539906,,10.0,8.31,1.965023474,,0.0,0.0,0.0,0.0,10.0,10.0,50.0,0.0,30.0,0.0,2019,December,Minimum delay,19.318181818181817,11.363636363636363,False
2019-12-01,NATIONAL,DUNKERQUE,PARIS NORD,122.0,64.0,26.0,,6.0,11.0,1.736842105,,4.0,35.69166667,4.301315789,,3.0,43.41111111,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,2019,December,Minimum delay,40.625,6.25,True
2019-12-01,NATIONAL,BESANCON FRANCHE COMTE TGV,PARIS LYON,133.0,102.0,14.0,,70.0,3.678571429,2.804166667,,11.0,30.3469697,5.509280303,,7.0,41.02142857,3.0,1.0,54.54545455,18.18181818,9.090909091,9.090909091,9.090909091,0.0,2019,December,Minimum delay,13.725490196078432,10.784313725490197,True
2019-12-01,NATIONAL,CHAMBERY CHALLES LES EAUX,PARIS LYON,195.0,99.0,17.0,,66.0,19.00176768,15.20426829,,21.0,43.95634921,12.345,,18.0,49.47407407,11.0,5.0,23.80952381,19.04761905,33.33333333,9.523809524,9.523809524,4.761904762,2019,December,Minimum delay,17.17171717171717,21.21212121212121,True
2019-12-01,NATIONAL,DIJON VILLE,PARIS LYON,99.0,187.0,29.0,,151.0,5.812472406,5.544831224,,24.0,26.73680556,5.613924051,,15.0,35.57555556,5.0,2.0,33.33333333,29.16666667,20.83333333,4.166666667,8.333333333,4.166666667,2019,December,Minimum delay,15.508021390374333,12.834224598930483,True
2019-12-01,NATIONAL,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,81.0,149.0,8.0,,45.0,8.270740741,2.244444444,,16.0,16.16770833,1.79964539,,7.0,42.13611111,3.0,0.0,18.75,0.0,25.0,25.0,18.75,12.5,2019,December,Minimum delay,5.369127516778524,10.738255033557047,False
2019-12-01,NATIONAL,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.0,140.0,15.0,Non communiqué,112.0,5.491517857,4.874133333,,30.0,12.21666667,2.3056,,5.0,30.91666667,1.0,1.0,7.692307692,15.38461538,38.46153846,15.38461538,7.692307692,15.38461538,2019,December,Minimum delay,10.714285714285714,21.428571428571427,True
2019-12-01,NATIONAL,MARSEILLE ST CHARLES,PARIS LYON,203.0,284.0,21.0,,95.0,7.274561404,2.28409379,,22.0,40.89924242,2.666793409,,22.0,40.89924242,11.0,3.0,72.72727273,4.545454545,4.545454545,9.090909091,4.545454545,4.545454545,2019,December,Minimum delay,7.394366197183098,7.746478873239436,True
2019-12-01,NATIONAL,NICE VILLE,PARIS LYON,359.0,76.0,9.0,,54.0,3.968209877,1.724875622,,7.0,48.40714286,3.776865672,Non communiqué,7.0,48.40714286,5.0,2.0,66.66666667,16.66666667,0.0,16.66666667,0.0,0.0,2019,December,Minimum delay,11.842105263157894,9.210526315789473,True
2019-12-01,INTERNATIONAL,PARIS EST,FRANCFORT,179.0,73.0,7.0,,45.0,4.221481481,2.749242424,,13.0,26.49871795,8.336616162,,11.0,29.14848485,3.0,0.0,8.333333333,8.333333333,58.33333333,16.66666667,8.333333333,0.0,2019,December,Minimum delay,9.58904109589041,17.80821917808219,False
2019-12-01,INTERNATIONAL,ITALIE,PARIS LYON,416.0,39.0,4.0,,29.0,5.843103448,4.67,,7.0,41.61428571,11.21285714,,7.0,38.39166667,4.0,2.0,14.28571429,14.28571429,57.14285714,14.28571429,0.0,0.0,2019,December,Minimum delay,10.256410256410255,17.94871794871795,True
2019-12-01,INTERNATIONAL,PARIS LYON,ZURICH,139.0,118.0,7.0,,63.0,5.488359788,2.917867868,,30.0,24.62722222,8.933933934,,24.0,27.48819444,7.0,1.0,88.88888889,0.0,0.0,11.11111111,0.0,0.0,2019,December,Minimum delay,5.932203389830509,25.423728813559322,False
2019-12-01,INTERNATIONAL,ZURICH,PARIS LYON,135.0,133.0,7.0,,125.0,2.0724,3.1,,22.0,24.80530303,6.058068783,,21.0,25.41190476,6.0,0.0,77.27272727,0.0,13.63636364,0.0,4.545454545,4.545454545,2019,December,Minimum delay,5.263157894736842,16.541353383458645,True
2019-12-01,INTERNATIONAL,PARIS LYON,BARCELONA,307.0,32.0,2.0,,13.0,6.485897436,2.52,,4.0,39.06666667,7.674444444,,4.0,39.06666667,2.0,1.0,0.0,25.0,25.0,50.0,0.0,0.0,2019,December,Minimum delay,6.25,12.5,False
2020-01-01,NATIONAL,ANGERS SAINT LAUD,PARIS MONTPARNASSE,99.0,369.0,19.0,,283.0,3.405359246,2.72152381,,45.0,25.68185185,4.524333333,,27.0,35.28703704,12.0,4.0,28.57142857,28.57142857,14.28571429,21.42857143,7.142857143,0.0,2020,January,Minimum delay,5.149051490514905,12.195121951219512,True
2020-01-01,NATIONAL,RENNES,PARIS MONTPARNASSE,101.0,525.0,31.0,,350.0,18.57547619,12.23920378,,102.0,22.56666667,5.602462888,,43.0,40.37248062,19.0,7.0,15.90909091,34.09090909,12.5,21.59090909,7.954545455,7.954545455,2020,January,Minimum delay,5.904761904761905,19.428571428571427,True
2020-01-01,NATIONAL,PARIS MONTPARNASSE,ST MALO,154.0,78.0,6.0,,51.0,3.299673203,2.198842593,,5.0,32.37666667,1.921296296,,5.0,32.37666667,2.0,0.0,40.0,20.0,0.0,20.0,20.0,0.0,2020,January,Minimum delay,7.6923076923076925,6.41025641025641,False
2020-01-01,NATIONAL,RENNES,LYON PART DIEU,235.0,58.0,3.0,,44.0,1.60719697,1.245151515,,2.0,26.35,1.708181818,,2.0,26.35,1.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,2020,January,Minimum delay,5.172413793103448,3.4482758620689653,False
2020-01-01,NATIONAL,REIMS,PARIS EST,46.0,205.0,14.0,,120.0,1.485833333,0.868760908,,28.0,10.25892857,2.2495637,,4.0,26.96666667,2.0,0.0,4.166666667,16.66666667,50.0,12.5,8.333333333,8.333333333,2020,January,Minimum delay,6.829268292682928,13.658536585365855,True
2020-01-01,NATIONAL,STRASBOURG,PARIS EST,113.0,455.0,24.0,,329.0,3.731053698,2.799419954,,44.0,26.03712121,3.464075793,,30.0,32.68,11.0,3.0,18.60465116,20.93023256,39.53488372,13.95348837,6.976744186,0.0,2020,January,Minimum delay,5.274725274725275,9.670329670329672,True
2020-01-01,NATIONAL,PARIS NORD,DOUAI,71.0,126.0,7.0,,110.0,7.105757576,6.544537815,,37.0,15.77072072,5.356442577,,10.0,31.53333333,4.0,1.0,5.714285714,34.28571429,42.85714286,5.714285714,11.43,0.0,2020,January,Minimum delay,5.555555555555555,29.365079365079367,False
2020-01-01,NATIONAL,PARIS NORD,LILLE,66.0,596.0,25.0,,532.0,4.503258145,4.173117338,,109.0,17.82232416,3.785639229,,40.0,33.97833333,21.0,4.0,11.76470588,33.33333333,25.49019608,18.62745098,9.803921569,0.980392157,2020,January,Minimum delay,4.194630872483222,18.288590604026847,False
2020-01-01,NATIONAL,MARSEILLE ST CHARLES,LILLE,281.0,144.0,7.0,,48.0,1.693402778,0.271411192,,19.0,42.67719298,9.170437956,,19.0,42.67719298,10.0,6.0,21.05263158,26.31578947,31.57894737,15.78947368,0.0,5.263157895,2020,January,Minimum delay,4.861111111111112,13.194444444444445,False
2020-01-01,NATIONAL,BESANCON FRANCHE COMTE TGV,PARIS LYON,133.0,154.0,6.0,,104.0,2.366185897,1.531081081,,17.0,28.30098039,2.873085586,,10.0,39.12666667,3.0,2.0,31.25,12.5,43.75,6.25,0.0,6.25,2020,January,Minimum delay,3.896103896103896,11.03896103896104,True
2020-01-01,NATIONAL,DIJON VILLE,PARIS LYON,99.0,326.0,15.0,,271.0,4.57398524,3.963504823,,32.0,22.43020833,2.242550911,,14.0,35.33214286,4.0,2.0,38.70967742,12.90322581,32.25806452,9.677419355,3.225806452,3.225806452,2020,January,Minimum delay,4.601226993865031,9.815950920245399,True
2020-01-01,NATIONAL,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,80.0,181.0,4.0,,69.0,2.034299517,0.483804143,,11.0,12.16212121,0.491525424,,3.0,24.42222222,1.0,0.0,18.18181818,27.27272727,9.090909091,36.36363636,9.090909091,0.0,2020,January,Minimum delay,2.209944751381215,6.077348066298343,False
2020-01-01,NATIONAL,TOULON,PARIS LYON,247.0,159.0,7.0,,141.0,3.453900709,3.192105263,,10.0,32.64,2.29254386,NC,10.0,32.64,5.0,0.0,30.0,20.0,40.0,0.0,0.0,10.0,2020,January,Minimum delay,4.40251572327044,6.289308176100629,True
2020-01-01,INTERNATIONAL,PARIS EST,STUTTGART,169.0,129.0,5.0,,95.0,0.922105263,0.653091398,,12.0,34.13333333,6.205376344,,11.0,36.11060606,4.0,2.0,9.090909091,36.36363636,36.36363636,0.0,9.090909091,9.090909091,2020,January,Minimum delay,3.875968992248062,9.30232558139535,False
2020-01-01,NATIONAL,PARIS MONTPARNASSE,LA ROCHELLE VILLE,170.0,149.0,12.0,,96.0,2.621527778,1.696958637,,9.0,30.05555556,2.594890511,,9.0,30.05555556,3.0,0.0,11.11111111,55.55555556,0.0,33.33333333,0.0,0.0,2020,January,Minimum delay,8.053691275167784,6.0402684563758395,False
2020-01-01,NATIONAL,NANTES,PARIS MONTPARNASSE,139.0,443.0,23.0,,213.0,21.62402191,10.71940476,,48.0,26.42465278,4.379960317,,31.0,34.39731183,14.0,4.0,26.08695652,34.7826087,13.04347826,19.56521739,6.52173913,0.0,2020,January,Minimum delay,5.191873589164786,10.835214446952596,True
2020-01-01,NATIONAL,PARIS MONTPARNASSE,ST PIERRE DES CORPS,61.0,366.0,29.0,,236.0,3.295550847,2.13189911,,51.0,16.36437908,2.55628091,,22.0,25.8780303,6.0,1.0,10.638,29.78723404,34.04255319,10.63829787,4.255319149,10.63829787,2020,January,Minimum delay,7.923497267759563,13.934426229508196,False
2020-01-01,NATIONAL,PARIS MONTPARNASSE,VANNES,155.0,152.0,14.0,-,103.0,2.733333333,1.861956522,,12.0,27.375,2.539855072,,6.0,42.08333333,4.0,1.0,25.0,16.66666667,16.66666667,33.33333333,0.0,8.333333333,2020,January,Minimum delay,9.210526315789473,7.894736842105263,False
2020-01-01,NATIONAL,PARIS EST,NANCY,96.0,243.0,20.0,,177.0,2.168455744,1.67077728,,17.0,28.40196078,2.456203288,,11.0,36.80454545,5.0,2.0,12.5,18.75,31.25,37.5,0.0,0.0,2020,January,Minimum delay,8.23045267489712,6.995884773662551,False
2020-01-01,NATIONAL,DUNKERQUE,PARIS NORD,133.0,149.0,9.0,,15.0,8.6,0.921428571,,39.0,23.36538462,9.2575,,17.0,38.00588235,5.0,2.0,7.692307692,48.71794872,17.94871795,10.25641026,12.82051282,2.564102564,2020,January,Minimum delay,6.0402684563758395,26.174496644295303,True
2020-01-01,NATIONAL,BORDEAUX ST JEAN,TOURCOING,313.0,19.0,1.0,,6.0,7.358333333,2.166666667,,3.0,34.0,5.277777778,,3.0,34.0,1.0,1.0,33.33333333,33.33333333,33.33333333,0.0,0.0,0.0,2020,January,Minimum delay,5.263157894736842,15.789473684210526,False
2020-01-01,NATIONAL,MARNE LA VALLEE,LYON PART DIEU,108.0,251.0,21.0,,225.0,10.66437037,10.42724638,,57.0,27.42982456,8.029927536,,34.0,37.6004902,16.0,4.0,16.07142857,37.5,16.07142857,19.64285714,8.928571429,1.785714286,2020,January,Minimum delay,8.366533864541832,22.709163346613543,False
2020-01-01,NATIONAL,PARIS LYON,BELLEGARDE (AIN),163.0,184.0,10.0,,77.0,5.409307359,2.201149425,,20.0,32.3475,5.527011494,,19.0,33.40263158,11.0,1.0,25.0,10.0,10.0,45.0,5.0,5.0,2020,January,Minimum delay,5.434782608695652,10.869565217391305,False
2020-01-01,NATIONAL,GRENOBLE,PARIS LYON,180.0,154.0,8.0,,40.0,90.79625,24.87568493,,14.0,20.97857143,2.698744292,,8.0,27.63958333,3.0,0.0,21.42857143,14.28571429,42.85714286,14.28571429,0.0,7.142857143,2020,January,Minimum delay,5.194805194805195,9.090909090909092,True
2020-01-01,NATIONAL,LYON PART DIEU,PARIS LYON,119.0,567.0,22.0,,395.0,3.899367089,2.753333333,,66.0,24.3739899,3.016941896,,35.0,35.38380952,14.0,3.0,13.84615385,23.07692308,26.15384615,18.46153846,10.76923077,7.692307692,2020,January,Minimum delay,3.880070546737213,11.64021164021164,True
2020-01-01,NATIONAL,PARIS LYON,MACON LOCHE,94.0,190.0,8.0,,85.0,3.459803922,1.426098901,,19.0,18.19385965,3.548992674,,10.0,29.51333333,2.0,1.0,7.142857143,28.57142857,21.42857143,42.85714286,0.0,0.0,2020,January,Minimum delay,4.2105263157894735,10.0,False
2020-01-01,NATIONAL,MACON LOCHE,PARIS LYON,97.0,202.0,15.0,,177.0,9.670338983,9.076114082,,50.0,24.31033333,7.323618538,,34.0,30.21862745,15.0,1.0,18.75,20.83333333,41.66666667,6.25,8.333333333,4.166666667,2020,January,Minimum delay,7.425742574257425,24.752475247524753,True
2020-01-01,NATIONAL,PARIS MONTPARNASSE,ANGOULEME,128.0,251.0,16.0,,173.0,2.641522158,1.817163121,,26.0,27.10448718,3.944539007,,22.0,29.84318182,7.0,3.0,12.0,56.0,8.0,20.0,4.0,0.0,2020,January,Minimum delay,6.374501992031872,10.358565737051793,False
2020-01-01,NATIONAL,PARIS MONTPARNASSE,NANTES,137.0,433.0,23.0,,295.0,4.001638418,2.75,,46.0,24.56557971,3.531707317,,28.0,32.3547619,10.0,2.0,36.36363636,13.63636364,20.45454545,18.18181818,11.36363636,0.0,2020,January,Minimum delay,5.311778290993072,10.623556581986143,False
2020-01-01,NATIONAL,POITIERS,PARIS MONTPARNASSE,94.0,324.0,23.0,,209.0,5.61,3.772812846,,79.0,16.64683544,5.638648948,,32.0,27.88489583,7.0,2.0,18.42105263,48.68421053,18.42105263,7.894736842,3.947368421,2.631578947,2020,January,Minimum delay,7.098765432098765,24.382716049382715,True
2020-01-01,NATIONAL,PARIS MONTPARNASSE,QUIMPER,223.0,166.0,13.0,,119.0,4.657422969,3.470043573,,7.0,69.14285714,3.77124183,,7.0,69.14285714,4.0,3.0,57.14285714,14.28571429,0.0,28.57142857,0.0,0.0,2020,January,Minimum delay,7.83132530120482,4.216867469879518,False
